question-id,full_item,Field 2,Field 3,Field 4,Field 5,Field 6,Field 7,Field 8,Field 9,Field 10,Field 11,Field 12,Field 13,Field 14,Field 15,Field 16,Field 17,Field 18,Field 19,Field 20,Field 21,Field 22,Field 23,Field 24,Field 25,Field 26,Field 27,Field 28,Field 29,Field 30,Field 31,Field 32,Field 33,Field 34,Field 35,Field 36,Field 37,Field 38,Field 39,Field 40,Field 41,Field 42,Field 43,Field 44,Field 45,Field 46,Field 47,Field 48,Field 49,Field 50,Field 51,Field 52,Field 53,Field 54,Field 55,Field 56,Field 57,Field 58,Field 59,Field 60,Field 61
L10,I don't let others discourage me,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0
M1,I believe in the importance of art,4.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0
M2,I love to think up new ways of doing things,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0
M3,I enjoy hearing new ideas,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
M4,I carry the conversation to a higher level,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0
M5,I prefer variety to routine,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,4.0,5.0
M6,I avoid philosophical discussions,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0
M7,I rarely look for a deeper meaning in things,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0
M8,I am not interested in theoretical discussions,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
M9,I am not interested in abstract ideas,3.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0
M10,I try to avoid complex people,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0
N1,I want to be left alone,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0
N2,I prefer to do things by myself,3.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0
N3,I enjoy spending time by myself,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,2.0
N4,I seek quiet,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0
N5,I don't mind eating alone,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,1.0
N6,I enjoy silence,3.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,2.0
N7,I enjoy my privacy,3.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0
N8,I enjoy being part of a group,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0
N9,I enjoy teamwork,3.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0
N10,I can't do without the company of others,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,5.0
O1,I want everything to be 'just right',3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0
O2,I get chores done right away,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0
O4,I continue until everything is perfect,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0
O5,I am exacting in my work,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0
O6,I am not bothered by messy people,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,5.0,5.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0
O7,I am not bothered by disorder,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0
O8,I leave a mess in my room,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,1.0,2.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0
O9,I leave my belongings around,3.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0
O10,I put off unpleasant tasks,3.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,4.0
P1,I get irritated easily,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0
P2,I get angry easily,3.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0
P3,I am quick to judge others,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,2.0,3.0,5.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0
P4,I am annoyed by others' mistakes,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0
P5,I am easily put out,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0
P6,I can't stand being contradicted,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0
P7,I judge people by their appearance,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0
P8,I am not easily annoyed,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
P9,I try to forgive and forget,2.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0
P10,I have a good word for everyone,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0
