,Dataset,Model,Correlation,p-value,L1 Loss
5488,BIG5,WORD2VEC,-0.022575,0.823585,1.73
5489,BIG5,WORD2VEC,0.047856,0.636344,0.91
5490,BIG5,WORD2VEC,0.289972,0.003429,0.88
5491,BIG5,WORD2VEC,0.187142,0.062265,1.32
5492,BIG5,WORD2VEC,-0.03167,0.754434,1.65
5493,BIG5,WORD2VEC,-0.072128,0.47576,1.92
5494,BIG5,WORD2VEC,0.205814,0.039945,1.5
5495,BIG5,WORD2VEC,0.067652,0.503637,1.33
5496,BIG5,WORD2VEC,0.12687,0.20845,1.3
5497,BIG5,WORD2VEC,0.216014,0.030886,1.46
5498,BIG5,LIWC,0.20613,0.039635,1.14
5499,BIG5,LIWC,0.133016,0.187066,1.47
5500,BIG5,LIWC,-0.097448,0.334784,1.55
5501,BIG5,LIWC,0.233685,0.019285,0.94
5502,BIG5,LIWC,0.118779,0.239185,0.89
5503,BIG5,LIWC,0.079153,0.433742,1.42
5504,BIG5,LIWC,0.120507,0.232368,1.04
5505,BIG5,LIWC,0.140476,0.16331,0.95
5506,BIG5,LIWC,0.266654,0.007324,1.1
5507,BIG5,LIWC,0.141779,0.159404,1.11
5508,BIG5,LIWC,0.199622,0.046458,0.89
5509,BIG5,LIWC,-0.100844,0.318128,1.12
5510,BIG5,LIWC,0.183025,0.068353,0.78
5511,BIG5,LIWC,-0.135441,0.179084,1.46
5512,BIG5,LIWC,0.083445,0.409147,1.18
5513,BIG5,LIWC,0.36175,0.000217,1.41
5514,BIG5,LIWC,0.135084,0.180242,0.89
5515,BIG5,LIWC,0.193046,0.054312,1.18
5516,BIG5,LIWC,0.1154,0.252908,1.19
5517,BIG5,LIWC,0.235839,0.018169,0.8
5518,BIG5,LIWC,0.042976,0.671165,1.35
5519,BIG5,LIWC,-0.051785,0.608873,1.1
5520,BIG5,LIWC,-0.124898,0.215667,1.38
5521,BIG5,LIWC,0.027682,0.784549,1.27
5522,BIG5,LIWC,0.074498,0.461344,1.33
5523,BIG5,LIWC,-0.110695,0.272902,1.48
5524,BIG5,LIWC,0.228874,0.021995,1.14
5525,BIG5,LIWC,0.272988,0.005997,1.28
5526,BIG5,LIWC,0.09152,0.365148,1.44
5527,BIG5,LIWC,0.14703,0.144356,1.28
5528,BIG5,LIWC,-0.355588,0.000283,1.6
5529,BIG5,LIWC,0.205895,0.039866,0.96
5530,BIG5,LIWC,0.221089,0.027069,1.1
5531,BIG5,LIWC,-0.093992,0.352284,1.48
5532,BIG5,LIWC,0.025743,0.799313,1.35
5533,BIG5,LIWC,0.305027,0.00203,1.2
5534,BIG5,LIWC,0.294007,0.002988,1.3
5535,BIG5,LIWC,-0.162834,0.105514,1.35
5536,BIG5,LIWC,-0.029183,0.773177,1.07
5537,BIG5,LIWC,-0.046953,0.642734,1.68
5538,BIG5,LIWC,0.134209,0.183109,0.77
5539,BIG5,LIWC,0.261468,0.008597,1.15
5540,BIG5,LIWC,0.271282,0.006331,1.17
5541,BIG5,LIWC,-0.005761,0.954635,1.54
5542,BIG5,LIWC,0.296798,0.002713,1.22
5543,BIG5,LIWC,-0.025582,0.800541,0.92
5544,BIG5,LIWC,0.034554,0.732882,1.22
5545,BIG5,LIWC,0.06005,0.552854,1.06
5546,BIG5,LIWC,0.045756,0.651235,1.5
5547,BIG5,LIWC,0.031328,0.757004,1.17
5548,BIG5,LIWC,0.117492,0.244348,1.1
5549,BIG5,LIWC,0.071661,0.478627,1.4
5550,BIG5,LIWC,-0.067077,0.507274,1.65
5551,BIG5,LIWC,0.2329,0.019707,1.29
5552,BIG5,LIWC,0.029787,0.768616,1.17
5553,BIG5,LIWC,0.175001,0.081601,1.12
5554,BIG5,LIWC,-0.111111,0.271093,1.13
5555,BIG5,LIWC,0.218702,0.028811,1.1
5556,BIG5,LIWC,-0.020166,0.842152,1.57
5557,BIG5,LIWC,0.030358,0.764305,1.66
5558,BIG5,LIWC,0.277265,0.005226,1.49
5559,BIG5,LIWC,0.021844,0.82921,1.43
5560,BIG5,LIWC,0.107036,0.289166,0.97
5561,BIG5,LIWC,0.169441,0.091928,0.9
5562,BIG5,LIWC,0.282386,0.00442,1.3
5563,BIG5,LIWC,0.083304,0.409941,0.97
5564,BIG5,LIWC,0.343097,0.000475,1.29
5565,BIG5,LIWC,0.07746,0.443667,1.31
5566,BIG5,LIWC,-0.063684,0.529042,1.16
5567,BIG5,LIWC,0.165977,0.098866,1.29
5568,BIG5,LIWC,0.332664,0.00072,1.13
5569,BIG5,LIWC,0.232985,0.019661,1.07
5570,BIG5,LIWC,0.018042,0.858596,0.97
5571,BIG5,LIWC,0.364524,0.000193,1.38
5572,BIG5,LIWC,0.117957,0.242475,1.38
5573,BIG5,LIWC,0.178939,0.074863,1.36
5574,BIG5,LIWC,0.132628,0.188368,1.0
5575,BIG5,LIWC,-0.026629,0.792562,1.51
5576,BIG5,LIWC,0.093694,0.353823,1.23
5577,BIG5,LIWC,-0.340729,0.000523,1.07
5578,BIG5,LIWC,0.142019,0.15869,1.0
5579,BIG5,LIWC,0.011059,0.913045,1.09
5580,BIG5,LIWC,-0.056184,0.578749,1.0
5581,BIG5,LIWC,0.044058,0.663377,1.73
5582,BIG5,LIWC,0.260426,0.008875,1.15
5583,BIG5,LIWC,0.203037,0.042765,1.11
5584,BIG5,LIWC,0.030534,0.76298,1.23
5585,BIG5,LIWC,-0.120294,0.2332,1.24
5586,BIG5,LIWC,-0.261731,0.008528,1.39
5587,BIG5,LIWC,0.324037,0.001006,1.0
5588,BIG5,LIWC,0.020514,0.839462,1.19
5589,BIG5,LIWC,-0.078225,0.439166,0.73
5590,BIG5,LIWC,0.311528,0.001605,1.15
5591,BIG5,LIWC,-0.002725,0.978531,1.47
5592,BIG5,LIWC,0.196436,0.050137,1.48
5593,BIG5,LIWC,0.082379,0.415177,1.23
5594,BIG5,LIWC,0.019858,0.844527,1.03
5595,BIG5,LIWC,0.169162,0.092471,1.2
5596,BIG5,LIWC,0.204941,0.040815,1.45
5597,BIG5,LIWC,-0.05941,0.557101,1.56
5598,BIG5,LIWC,0.155934,0.121327,0.84
5599,BIG5,LIWC,0.257034,0.009836,1.34
5600,BIG5,LIWC,0.247351,0.013098,1.08
5601,BIG5,LIWC,0.163886,0.103252,1.64
5602,BIG5,LIWC,0.033634,0.739736,1.56
5603,BIG5,LIWC,0.227149,0.023042,1.17
5604,BIG5,LIWC,-0.155177,0.123167,1.14
5605,BIG5,LIWC,0.221828,0.026548,1.07
5606,BIG5,LIWC,0.238347,0.016939,1.12
5607,BIG5,LIWC,0.289136,0.003527,1.14
5608,BIG5,LIWC,-0.00251,0.980229,1.12
5609,BIG5,LIWC,0.138275,0.170073,1.01
5610,BIG5,LIWC,0.023224,0.818593,1.37
5611,BIG5,LIWC,0.319235,0.001206,1.18
5612,BIG5,LIWC,0.240875,0.015773,0.74
5613,BIG5,LIWC,0.248531,0.012656,1.07
5614,BIG5,LIWC,0.021681,0.830463,1.14
5615,BIG5,LIWC,0.080157,0.427913,1.38
5616,BIG5,LIWC,0.363572,0.000201,0.94
5617,BIG5,LIWC,0.237072,0.017555,1.08
5618,BIG5,LIWC,-0.03193,0.752485,1.69
5619,BIG5,LIWC,0.096032,0.341886,1.21
5620,BIG5,LIWC,0.242263,0.015163,1.06
5621,BIG5,LIWC,0.081336,0.421127,1.12
5622,BIG5,LIWC,0.163108,0.10492,1.28
5623,BIG5,LIWC,-0.040634,0.688129,1.39
5624,BIG5,LIWC,0.241636,0.015436,1.24
5625,BIG5,LIWC,0.343051,0.000476,1.03
5626,BIG5,LIWC,0.091778,0.363792,1.4
5627,BIG5,LIWC,0.067743,0.50306,1.2
5628,BIG5,LIWC,-0.150406,0.135264,1.17
5629,BIG5,LIWC,-0.079789,0.430043,1.02
5630,BIG5,LIWC,0.315281,0.001398,1.39
5631,BIG5,LIWC,0.249508,0.012299,1.35
5632,BIG5,LIWC,-0.048185,0.634024,1.23
5633,BIG5,LIWC,0.299285,0.002487,1.3
5634,BIG5,LIWC,0.270622,0.006465,0.88
5635,BIG5,LIWC,-0.142979,0.155864,1.36
5636,BIG5,LIWC,0.130605,0.195256,1.32
5637,BIG5,LIWC,-0.021206,0.834125,1.07
5638,BIG5,LIWC,-0.086841,0.390276,1.11
5639,BIG5,LIWC,0.283828,0.004214,1.14
5640,BIG5,LIWC,0.258002,0.009553,0.99
5641,BIG5,LIWC,0.082078,0.416889,1.0
5642,BIG5,LIWC,0.07051,0.485739,1.43
5643,BIG5,LIWC,0.020745,0.837677,1.41
5644,BIG5,LIWC,0.20396,0.04181,1.06
5645,BIG5,LIWC,0.097967,0.332203,1.16
5646,BIG5,LIWC,0.059348,0.557519,1.25
5647,BIG5,LIWC,0.321429,0.001111,1.27
5648,BIG5,LIWC,-0.143032,0.155711,1.3
5649,BIG5,LIWC,0.182333,0.069423,1.27
5650,BIG5,LIWC,-0.103351,0.306186,1.29
5651,BIG5,LIWC,-0.084481,0.403333,1.36
5652,BIG5,LIWC,-0.006192,0.951243,1.5
5653,BIG5,LIWC,0.117063,0.246088,1.11
5654,BIG5,LIWC,-0.069768,0.490352,1.25
5655,BIG5,LIWC,-0.089006,0.378522,1.6
5656,BIG5,LIWC,0.185659,0.064405,1.34
5657,BIG5,LIWC,-0.064912,0.521113,1.25
5658,BIG5,LIWC,0.041123,0.684575,0.96
5659,BIG5,LIWC,0.087415,0.38714,1.27
5660,BIG5,LIWC,-0.044684,0.65889,1.47
5661,BIG5,LIWC,-0.158242,0.115847,1.52
5662,BIG5,LIWC,0.132785,0.18784,1.23
5663,BIG5,LIWC,0.038035,0.707134,1.26
5664,BIG5,LIWC,0.24119,0.015633,1.14
5665,BIG5,LIWC,0.181355,0.070956,1.41
5666,BIG5,LIWC,0.119346,0.236934,1.33
5667,BIG5,LIWC,-0.033312,0.742136,1.38
5668,BIG5,LIWC,0.248218,0.012772,1.33
5669,BIG5,LIWC,0.02813,0.781151,1.04
5670,BIG5,LIWC,0.111508,0.269374,1.36
5671,BIG5,LIWC,-0.034185,0.735626,1.53
5672,BIG5,LIWC,0.306432,0.00193,1.06
5673,BIG5,LIWC,0.37737,0.000109,1.11
5674,BIG5,LIWC,0.034257,0.735093,1.26
5675,BIG5,LIWC,0.28452,0.004118,1.21
5676,BIG5,LIWC,-0.104852,0.299175,1.6
5677,BIG5,LIWC,0.270964,0.006395,1.12
5678,BIG5,LIWC,0.282794,0.004361,0.8
5679,BIG5,LIWC,0.151664,0.131991,0.99
5680,BIG5,LIWC,0.108524,0.282475,1.24
5681,BIG5,LIWC,0.3869,7e-05,0.99
5682,BIG5,LIWC,-0.110278,0.274721,1.07
5683,BIG5,LIWC,0.38224,8.7e-05,1.18
5684,BIG5,LIWC,0.128762,0.201689,1.19
5685,BIG5,LIWC,-0.076015,0.452246,1.57
5686,BIG5,LIWC,0.399121,3.9e-05,1.04
5687,BIG5,LIWC,-0.07177,0.477958,1.27
5688,BIG5,LIWC,0.058425,0.563669,1.04
5689,BIG5,LIWC,0.233778,0.019236,0.76
5690,BIG5,LIWC,0.157893,0.116663,1.17
5691,BIG5,LIWC,0.042931,0.67149,1.2
5692,BIG5,LIWC,-0.034658,0.732104,1.23
5693,BIG5,LIWC,0.286168,0.003898,1.36
5694,BIG5,LIWC,0.146199,0.146663,1.53
5695,BIG5,LIWC,0.158971,0.114156,1.01
5696,BIG5,LIWC,0.245327,0.013888,1.31
5697,BIG5,LIWC,-0.064617,0.523007,1.24
5698,BIG5,LIWC,0.198608,0.047604,0.73
5699,BIG5,LIWC,0.05625,0.578301,1.6
5700,BIG5,LIWC,0.097557,0.334239,1.6
5701,BIG5,LIWC,0.026325,0.794871,1.22
5702,BIG5,LIWC,0.290673,0.003348,1.02
5703,BIG5,LIWC,0.175918,0.079989,1.18
5704,BIG5,LIWC,0.010002,0.921321,1.52
5705,BIG5,LIWC,0.238966,0.016647,1.06
5706,BIG5,LIWC,0.202569,0.043256,1.01
5707,BIG5,LIWC,-0.120001,0.23435,1.01
5708,BIG5,LIWC,0.310061,0.001693,1.08
5709,BIG5,LIWC,-0.361561,0.000219,1.44
5710,BIG5,LIWC,0.062615,0.535991,1.58
5711,BIG5,LIWC,0.170123,0.090608,1.23
5712,BIG5,LIWC,0.026062,0.796879,0.86
5713,BIG5,LIWC,-0.25088,0.011814,1.31
5714,BIG5,LIWC,-0.154419,0.125032,1.15
5715,BIG5,LIWC,0.207384,0.038421,0.9
5716,BIG5,LIWC,0.138629,0.168973,1.21
5717,BIG5,LIWC,0.079036,0.434424,1.43
5718,BIG5,LIWC,0.146011,0.147187,1.18
5719,BIG5,LIWC,0.12572,0.212636,0.92
5720,BIG5,LIWC,0.197652,0.048705,1.25
5721,BIG5,LIWC,0.076828,0.447406,1.19
5722,BIG5,LIWC,0.210689,0.035372,1.05
5723,BIG5,LIWC,0.169014,0.092761,1.45
5724,BIG5,LIWC,0.106038,0.293713,1.15
5725,BIG5,LIWC,0.281662,0.004527,0.88
5726,BIG5,LIWC,0.079046,0.434363,1.11
5727,BIG5,LIWC,0.054445,0.590573,1.24
5728,BIG5,LIWC,-0.133702,0.184781,1.17
5729,BIG5,LIWC,0.222236,0.026264,1.34
5730,BIG5,LIWC,-0.004157,0.967257,1.25
5731,BIG5,LIWC,0.33875,0.000566,1.3
5732,BIG5,LIWC,-0.105113,0.297966,1.08
5733,BIG5,LIWC,0.203719,0.042058,1.3
5734,BIG5,LIWC,-0.085665,0.396748,1.19
5735,BIG5,LIWC,0.108328,0.283353,1.12
5736,BIG5,LIWC,0.185098,0.065231,1.29
5737,BIG5,LIWC,0.01415,0.888875,1.21
5738,BIG5,LIWC,0.22266,0.025972,1.02
5739,BIG5,LIWC,0.390668,5.9e-05,1.16
5740,BIG5,LIWC,0.303258,0.002162,0.91
5741,BIG5,LIWC,-0.082649,0.413641,1.32
5742,BIG5,LIWC,0.21937,0.028314,1.23
5743,BIG5,LIWC,-0.141467,0.160331,1.67
5744,BIG5,LIWC,0.095488,0.34464,1.15
5745,BIG5,LIWC,0.042529,0.674387,0.96
5746,BIG5,LIWC,0.18748,0.061786,1.06
5747,BIG5,LIWC,0.016938,0.86716,1.27
5748,BIG5,LIWC,0.294096,0.002978,0.98
5749,BIG5,LIWC,0.132602,0.188455,1.04
5750,BIG5,LIWC,0.278155,0.005077,0.9
5751,BIG5,LIWC,0.22658,0.023397,1.05
5752,BIG5,LIWC,0.012819,0.899271,1.2
5753,BIG5,LIWC,0.233677,0.01929,1.2
5754,BIG5,LIWC,-0.162243,0.106801,1.42
5755,BIG5,LIWC,-0.11688,0.246833,1.18
5756,BIG5,LIWC,-0.067282,0.505974,1.28
5757,BIG5,LIWC,0.102028,0.312451,1.23
5758,BIG5,LIWC,0.120595,0.232027,0.94
5759,BIG5,LIWC,0.265823,0.007516,1.19
5760,BIG5,LIWC,0.08521,0.39927,1.0
5761,BIG5,LIWC,0.110071,0.275629,1.04
5762,BIG5,LIWC,0.168663,0.093452,1.13
5763,BIG5,LIWC,0.269735,0.006649,1.14
5764,BIG5,LIWC,-0.119759,0.235302,1.31
5765,BIG5,LIWC,-0.02302,0.820163,1.48
5766,BIG5,LIWC,0.080962,0.42327,1.25
5767,BIG5,LIWC,0.053568,0.596581,1.23
5768,BIG5,LIWC,0.067858,0.502334,1.08
5769,BIG5,LIWC,0.315645,0.001379,0.97
5770,BIG5,LIWC,-0.019722,0.845584,1.03
5771,BIG5,LIWC,0.24185,0.015342,1.38
5772,BIG5,LIWC,0.36756,0.000169,1.0
5773,BIG5,LIWC,-0.105,0.29849,1.74
5774,BIG5,LIWC,0.189884,0.058462,1.53
5775,BIG5,LIWC,0.091936,0.362964,1.17
5776,BIG5,LIWC,0.515248,0.0,1.28
5777,BIG5,LIWC,0.058414,0.563743,1.05
5778,BIG5,LIWC,-0.143245,0.155088,1.02
5779,BIG5,LIWC,-0.113075,0.262656,1.23
5780,BIG5,LIWC,0.059723,0.555026,1.26
5781,BIG5,LIWC,0.35979,0.000236,0.99
5782,BIG5,LIWC,-0.047266,0.640513,0.85
5783,BIG5,LIWC,0.272217,0.006146,1.02
5784,BIG5,LIWC,-0.075565,0.454934,1.12
5785,BIG5,LIWC,-0.062896,0.534159,1.06
5786,BIG5,LIWC,0.17463,0.082259,0.98
5787,BIG5,LIWC,-0.10973,0.27713,1.53
5788,BIG5,LIWC,0.130559,0.195417,1.4
5789,BIG5,LIWC,0.264838,0.007749,1.34
5790,BIG5,LIWC,0.08497,0.400606,1.3
5791,BIG5,LIWC,0.013737,0.892097,1.24
5792,BIG5,LIWC,0.312953,0.001523,1.23
5793,BIG5,LIWC,0.387694,6.7e-05,0.97
5794,BIG5,LIWC,0.347563,0.000396,1.38
5795,BIG5,LIWC,-0.013113,0.896973,1.11
5796,BIG5,LIWC,0.18117,0.071251,1.1
5797,BIG5,LIWC,0.12455,0.216958,0.94
5798,BIG5,LIWC,0.042557,0.674188,1.21
5799,BIG5,LIWC,-0.030045,0.766664,0.72
5800,BIG5,LIWC,0.372569,0.000135,1.04
5801,BIG5,LIWC,-0.02201,0.827931,1.04
5802,BIG5,LIWC,-0.037094,0.714068,1.46
5803,BIG5,LIWC,0.299981,0.002427,1.19
5804,BIG5,LIWC,0.055961,0.580258,1.05
5805,BIG5,LIWC,0.24768,0.012973,1.12
5806,BIG5,LIWC,0.045759,0.651215,1.37
5807,BIG5,LIWC,0.081757,0.418718,1.06
5808,BIG5,LIWC,0.307788,0.001838,1.28
5809,BIG5,LIWC,0.315419,0.001391,1.16
5810,BIG5,LIWC,0.116332,0.249071,1.29
5811,BIG5,LIWC,-0.068094,0.500848,1.31
5812,BIG5,LIWC,0.162985,0.105187,1.15
5813,BIG5,LIWC,0.244886,0.014066,0.73
5814,BIG5,LIWC,0.214582,0.032043,1.19
5815,BIG5,LIWC,-0.020051,0.843037,1.06
5816,BIG5,LIWC,-0.1268,0.208702,1.03
5817,BIG5,LIWC,-0.035551,0.725475,1.38
5818,BIG5,LIWC,0.153258,0.127929,1.32
5819,BIG5,LIWC,-0.089874,0.373873,1.18
5820,BIG5,LIWC,0.294733,0.002914,0.91
5821,BIG5,LIWC,0.299975,0.002428,1.24
5822,BIG5,LIWC,0.189988,0.05832,1.29
5823,BIG5,LIWC,-0.119982,0.234427,1.63
5824,BIG5,LIWC,0.120916,0.230777,1.28
5825,BIG5,LIWC,0.237346,0.017421,1.12
5826,BIG5,LIWC,0.18724,0.062127,1.36
5827,BIG5,LIWC,0.176285,0.079353,0.9
5828,BIG5,LIWC,0.524441,0.0,1.19
5829,BIG5,LIWC,0.388433,6.5e-05,1.4
5830,BIG5,LIWC,0.208462,0.037403,1.46
5831,BIG5,LIWC,-0.126436,0.210023,1.38
5832,BIG5,LIWC,0.21018,0.035828,1.63
5833,BIG5,LIWC,0.016272,0.872343,1.29
5834,BIG5,LIWC,-0.103451,0.305715,0.9
5835,BIG5,LIWC,0.000841,0.993376,1.1
5836,BIG5,LIWC,0.039669,0.695162,1.2
5837,BIG5,LIWC,-0.171618,0.087768,1.37
5838,BIG5,LIWC,0.28703,0.003787,1.21
5839,BIG5,LIWC,0.253782,0.010841,1.18
5840,BIG5,LIWC,0.15329,0.127848,1.43
5841,BIG5,LIWC,0.194313,0.05272,1.06
5842,BIG5,LIWC,0.093859,0.352969,1.02
5843,BIG5,LIWC,0.154956,0.12371,1.21
5844,BIG5,LIWC,0.335839,0.000636,1.12
5845,BIG5,LIWC,0.049217,0.62677,1.17
5846,BIG5,LIWC,0.13265,0.188295,1.36
5847,BIG5,LIWC,0.00098,0.992277,1.35
5848,BIG5,LIWC,0.204119,0.041648,0.82
5849,BIG5,LIWC,0.125598,0.213086,1.19
5850,BIG5,LIWC,0.080729,0.424615,1.2
5851,BIG5,LIWC,0.292091,0.00319,1.56
5852,BIG5,LIWC,0.431876,7e-06,1.09
5853,BIG5,LIWC,-0.418057,1.5e-05,1.48
5854,BIG5,LIWC,0.171322,0.088324,0.96
5855,BIG5,LIWC,0.085199,0.399333,1.21
5856,BIG5,LIWC,0.034106,0.736213,1.05
5857,BIG5,LIWC,0.066217,0.512748,1.38
5858,BIG5,LIWC,-0.11947,0.236444,1.45
5859,BIG5,LIWC,0.099213,0.326059,0.95
5860,BIG5,LIWC,-0.156889,0.119036,1.3
5861,BIG5,LIWC,-0.154019,0.126024,1.4
5862,BIG5,LIWC,0.241466,0.015511,1.19
5863,BIG5,LIWC,0.166424,0.097949,1.32
5864,BIG5,LIWC,0.176022,0.079809,1.24
5865,BIG5,LIWC,-0.101533,0.314818,1.03
5866,BIG5,LIWC,-0.020632,0.83855,1.17
5867,BIG5,LIWC,0.372249,0.000137,1.25
5868,BIG5,LIWC,0.168734,0.093311,1.38
5869,BIG5,LIWC,0.020495,0.839605,1.38
5870,BIG5,LIWC,-0.106154,0.293183,1.48
5871,BIG5,LIWC,0.20932,0.036609,1.36
5872,BIG5,LIWC,0.016102,0.873665,1.21
5873,BIG5,LIWC,0.128378,0.203049,1.03
5874,BIG5,LIWC,0.003174,0.974996,1.27
5875,BIG5,LIWC,0.148051,0.14156,1.23
5876,BIG5,LIWC,0.114777,0.255494,1.44
5877,BIG5,LIWC,-0.060687,0.548644,1.31
5878,BIG5,LIWC,0.160003,0.111794,1.18
5879,BIG5,LIWC,0.309353,0.001737,1.04
5880,BIG5,LIWC,0.344261,0.000453,1.1
5881,BIG5,LIWC,0.325903,0.000937,1.19
5882,BIG5,LIWC,-0.164366,0.102232,1.32
5883,BIG5,LIWC,-0.101261,0.316124,1.1
5884,BIG5,LIWC,0.255682,0.010243,1.2
5885,BIG5,LIWC,0.275971,0.005449,1.03
5886,BIG5,LIWC,0.105392,0.296681,1.16
5887,BIG5,LIWC,-0.188402,0.060494,1.17
5888,BIG5,LIWC,0.133483,0.185511,1.19
5889,BIG5,LIWC,0.069622,0.491263,1.31
5890,BIG5,LIWC,0.0527,0.60255,1.59
5891,BIG5,LIWC,0.020228,0.841673,1.43
5892,BIG5,LIWC,-0.192267,0.055312,1.13
5893,BIG5,LIWC,0.009723,0.923513,1.3
5894,BIG5,LIWC,0.251564,0.011578,1.21
5895,BIG5,LIWC,0.029784,0.768635,1.24
5896,BIG5,LIWC,0.042029,0.678006,1.2
5897,BIG5,LIWC,0.20468,0.041078,1.15
5898,BIG5,LIWC,0.119868,0.234874,1.26
5899,BIG5,LIWC,0.216577,0.030442,1.24
5900,BIG5,LIWC,-0.209612,0.036342,1.49
5901,BIG5,LIWC,0.086564,0.391797,1.18
5902,BIG5,LIWC,0.035978,0.722314,1.19
5903,BIG5,LIWC,0.166197,0.098414,0.94
5904,BIG5,LIWC,-0.166606,0.097577,1.45
5905,BIG5,LIWC,0.098127,0.331409,1.29
5906,BIG5,LIWC,0.115691,0.251705,1.43
5907,BIG5,LIWC,0.021606,0.831038,1.33
5908,BIG5,LIWC,0.395294,4.7e-05,0.9
5909,BIG5,LIWC,0.071161,0.481712,0.97
5910,BIG5,LIWC,0.239485,0.016405,0.99
5911,BIG5,LIWC,0.058458,0.56345,1.17
5912,BIG5,LIWC,0.29738,0.002658,1.15
5913,BIG5,LIWC,0.14314,0.155395,1.27
5914,BIG5,LIWC,0.138217,0.170256,1.02
5915,BIG5,LIWC,0.249208,0.012408,1.0
5916,BIG5,LIWC,-0.306436,0.00193,1.29
5917,BIG5,LIWC,0.025216,0.803336,1.08
5918,BIG5,LIWC,0.163949,0.103117,1.15
5919,BIG5,LIWC,0.106453,0.291815,1.1
5920,BIG5,LIWC,0.153523,0.127264,1.01
5921,BIG5,LIWC,0.168455,0.093862,1.09
5922,BIG5,LIWC,-0.026737,0.79174,1.03
5923,BIG5,LIWC,-0.16434,0.102286,1.46
5924,BIG5,LIWC,0.114555,0.256422,1.15
5925,BIG5,LIWC,-0.020815,0.837135,1.49
5926,BIG5,LIWC,-0.151339,0.13283,1.33
5927,BIG5,LIWC,0.174739,0.082065,1.22
5928,BIG5,LIWC,-0.184961,0.065434,1.27
5929,BIG5,LIWC,-0.051476,0.611018,1.06
5930,BIG5,LIWC,0.020883,0.836614,1.18
5931,BIG5,LIWC,-0.108377,0.283134,1.18
5932,BIG5,LIWC,0.197697,0.048653,1.24
5933,BIG5,LIWC,0.228812,0.022032,1.03
5934,BIG5,LIWC,-0.142068,0.158545,1.63
5935,BIG5,LIWC,0.162259,0.106766,1.28
5936,BIG5,LIWC,0.38914,6.3e-05,1.03
5937,BIG5,LIWC,0.08674,0.390832,1.31
5938,BIG5,LIWC,0.150921,0.133917,1.25
5939,BIG5,LIWC,0.142883,0.156146,1.0
5940,BIG5,LIWC,0.102547,0.309985,1.4
5941,BIG5,LIWC,0.213756,0.032726,1.15
5942,BIG5,LIWC,-0.042638,0.673601,0.75
5943,BIG5,LIWC,0.11644,0.248627,1.27
5944,BIG5,LIWC,0.177202,0.077777,0.92
5945,BIG5,LIWC,0.212435,0.033844,1.06
5946,BIG5,LIWC,-0.09384,0.353069,1.29
5947,BIG5,LIWC,0.224729,0.024585,1.03
5948,BIG5,LIWC,0.148706,0.139786,1.45
5949,BIG5,LIWC,0.149116,0.138687,1.28
5950,BIG5,LIWC,0.140933,0.161933,1.21
5951,BIG5,LIWC,0.047794,0.636783,0.99
5952,BIG5,LIWC,0.148424,0.140547,1.58
5953,BIG5,LIWC,0.13083,0.194481,1.38
5954,BIG5,LIWC,0.072063,0.476158,0.97
5955,BIG5,LIWC,0.296814,0.002711,0.73
5956,BIG5,LIWC,0.028682,0.776965,1.3
5957,BIG5,LIWC,0.428866,9e-06,1.31
5958,BIG5,LIWC,0.163486,0.104107,1.44
5959,BIG5,LIWC,0.018012,0.858822,1.2
5960,BIG5,LIWC,0.151508,0.132392,1.42
5961,BIG5,LIWC,-0.015819,0.875867,0.95
5962,BIG5,LIWC,0.198512,0.047713,1.06
5963,BIG5,LIWC,-0.083624,0.408136,1.24
5964,BIG5,LIWC,0.205189,0.040566,1.14
5965,BIG5,LIWC,0.174971,0.081653,1.27
5966,BIG5,LIWC,0.198532,0.047691,1.18
5967,BIG5,LIWC,-0.031856,0.753041,0.99
5968,BIG5,LIWC,-0.078028,0.440326,1.54
5969,BIG5,LIWC,-0.243754,0.01453,1.16
5970,BIG5,LIWC,-0.05777,0.568061,0.89
5971,BIG5,LIWC,0.05438,0.591018,1.25
5972,BIG5,LIWC,0.056113,0.579227,1.0
5973,BIG5,LIWC,-0.087643,0.385895,0.88
5974,BIG5,LIWC,0.186208,0.063607,1.17
5975,BIG5,LIWC,0.195185,0.051646,1.03
5976,BIG5,LIWC,0.199233,0.046895,1.09
5977,BIG5,LIWC,0.01059,0.916717,1.02
5978,BIG5,LIWC,0.206076,0.039688,1.31
5979,BIG5,LIWC,0.287255,0.003758,1.14
5980,BIG5,LIWC,-0.134867,0.180951,1.14
5981,BIG5,LIWC,0.24193,0.015307,1.46
5982,BIG5,LIWC,-0.121664,0.227885,1.14
5983,BIG5,LIWC,-0.018377,0.855995,1.4
5984,BIG5,LIWC,-0.066091,0.513555,1.28
5985,BIG5,LIWC,0.110564,0.273473,0.88
5986,BIG5,LIWC,0.011884,0.90658,1.33
5987,BIG5,LIWC,-0.119429,0.236605,1.27
5988,BIG5,LIWC,0.181224,0.071164,1.42
5989,BIG5,LIWC,-0.155118,0.123312,1.55
5990,BIG5,LIWC,0.360828,0.000226,1.18
5991,BIG5,LIWC,0.124665,0.216532,1.16
5992,BIG5,LIWC,-0.13675,0.17488,1.28
5993,BIG5,LIWC,0.017179,0.865291,1.3
5994,BIG5,LIWC,0.080334,0.426892,0.99
5995,BIG5,LIWC,-0.087511,0.386614,1.16
5996,BIG5,LIWC,0.208638,0.037239,0.9
5997,BIG5,LIWC,-0.111715,0.268477,1.3
5998,BIG5,LIWC,0.12333,0.22153,1.21
