,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
405,4.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
406,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0
407,3.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0
408,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0
410,2.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0
411,4.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0
412,2.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,1.0,3.0,3.0,1.0,4.0,5.0
415,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0
419,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0
420,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0
421,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,4.0
422,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0
423,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,5.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0
424,3.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0
427,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0
428,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0
431,2.0,3.0,5.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
439,2.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0
440,3.0,4.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
441,3.0,3.0,5.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0
442,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0
444,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0
450,2.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0
452,2.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0
453,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,4.0
454,3.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0
456,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0
458,4.0,3.0,2.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0
460,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0
461,3.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0
463,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,3.0
466,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,2.0,3.0,5.0
468,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0
469,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0
470,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,3.0
471,3.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0
472,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0
474,4.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0
475,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
477,4.0,5.0,2.0,5.0,1.0,1.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0
478,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0
483,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0
485,3.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0
487,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,5.0
489,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0
495,4.0,3.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0
496,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0
497,2.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0
499,3.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0
502,1.0,4.0,5.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0
507,2.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0
508,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,4.0
509,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0
510,2.0,2.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0
511,2.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
517,3.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0
518,3.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0
520,3.0,4.0,3.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0
521,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0
522,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0
523,4.0,5.0,2.0,5.0,1.0,1.0,5.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0
524,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0
525,3.0,4.0,2.0,5.0,1.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0
527,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0
530,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0
532,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0
538,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0
539,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0
540,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0
541,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
545,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
546,2.0,3.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0
547,3.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0
548,2.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,5.0
549,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0
550,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,5.0
553,3.0,5.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0
554,3.0,4.0,4.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0
555,3.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0
557,4.0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
558,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,3.0,1.0,5.0
560,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
561,2.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0
562,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0
563,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0
567,3.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0
569,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0
570,3.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0
571,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0
573,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0
574,5.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,5.0
575,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0
577,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0
578,2.0,3.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
580,3.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0
582,3.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
583,3.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0
588,4.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0
592,3.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0
593,3.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0
596,4.0,4.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0
599,3.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0
600,3.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0
601,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0
602,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0
603,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0
